Var,Table,Null Percentage
Course_Sections.Sec_Term,COURSE_SECTIONS,0.0
Course_Sections.Sec_Name,COURSE_SECTIONS,0.0
Course_Sections.Sec_Short_Title,COURSE_SECTIONS,0.0
Course_Sections.Sec_Faculty_Info,COURSE_SECTIONS,0.0
Course_Sections_Count_View.Count_Active_Students,COURSE_SECTIONS_COUNT_VIEW,0.0
Course_Sections.Course_Sections_ID,COURSE_SECTIONS,0.0
Course_Sections_Count_View.Course_Sections_ID,COURSE_SECTIONS_COUNT_VIEW,0.0
Course_Sections.Sec_Start_Date,COURSE_SECTIONS,0.0
