,STD Threshold,Neighborhood Size
0,0.0,0
1,8.016032064128257e-05,0
2,0.00016032064128256515,0
3,0.0002404809619238477,0
4,0.0003206412825651303,0
5,0.0004008016032064129,0
6,0.0004809619238476954,0
7,0.000561122244488978,0
8,0.0006412825651302606,0
9,0.0007214428857715431,0
10,0.0008016032064128258,0
11,0.0008817635270541083,0
12,0.0009619238476953908,0
13,0.0010420841683366734,0
14,0.001122244488977956,0
15,0.0012024048096192386,0
16,0.0012825651302605212,0
17,0.0013627254509018037,0
18,0.0014428857715430862,0
19,0.001523046092184369,0
20,0.0016032064128256515,0
21,0.001683366733466934,0
22,0.0017635270541082166,0
23,0.0018436873747494991,0
24,0.0019238476953907816,0
25,0.0020040080160320644,0
26,0.0020841683366733467,0
27,0.0021643286573146295,0
28,0.002244488977955912,0
29,0.0023246492985971945,0
30,0.0024048096192384773,0
31,0.0024849699398797596,0
32,0.0025651302605210423,0
33,0.002645290581162325,0
34,0.0027254509018036074,0
35,0.00280561122244489,0
36,0.0028857715430861725,0
37,0.0029659318637274552,0
38,0.003046092184368738,0
39,0.0031262525050100203,0
40,0.003206412825651303,0
41,0.0032865731462925853,0
42,0.003366733466933868,0
43,0.003446893787575151,0
44,0.003527054108216433,0
45,0.003607214428857716,0
46,0.0036873747494989982,0
47,0.003767535070140281,0
48,0.0038476953907815633,0
49,0.003927855711422846,0
50,0.004008016032064129,0
51,0.0040881763527054115,0
52,0.004168336673346693,0
53,0.004248496993987976,0
54,0.004328657314629259,0
55,0.004408817635270542,0
56,0.004488977955911824,0
57,0.004569138276553106,0
58,0.004649298597194389,0
59,0.004729458917835672,0
60,0.0048096192384769546,0
61,0.004889779559118237,0
62,0.004969939879759519,0
63,0.005050100200400802,0
64,0.005130260521042085,0
65,0.005210420841683367,0
66,0.00529058116232465,0
67,0.005370741482965932,0
68,0.005450901803607215,0
69,0.0055310621242484976,0
70,0.00561122244488978,0
71,0.005691382765531063,0
72,0.005771543086172345,0
73,0.005851703406813628,0
74,0.0059318637274549104,0
75,0.006012024048096193,0
76,0.006092184368737476,0
77,0.006172344689378758,0
78,0.006252505010020041,0
79,0.006332665330661323,0
80,0.006412825651302606,0
81,0.006492985971943889,0
82,0.006573146292585171,0
83,0.0066533066132264534,0
84,0.006733466933867736,0
85,0.006813627254509019,0
86,0.006893787575150302,0
87,0.006973947895791584,0
88,0.007054108216432866,0
89,0.007134268537074149,0
90,0.007214428857715432,0
91,0.007294589178356715,0
92,0.0073747494989979965,0
93,0.007454909819639279,0
94,0.007535070140280562,0
95,0.007615230460921845,0
96,0.007695390781563127,0
97,0.007775551102204409,0
98,0.007855711422845692,0
99,0.007935871743486974,0
100,0.008016032064128258,0
101,0.00809619238476954,0
102,0.008176352705410823,0
103,0.008256513026052105,0
104,0.008336673346693387,0
105,0.00841683366733467,0
106,0.008496993987975952,0
107,0.008577154308617236,0
108,0.008657314629258518,0
109,0.0087374749498998,0
110,0.008817635270541083,0
111,0.008897795591182365,0
112,0.008977955911823649,0
113,0.00905811623246493,0
114,0.009138276553106213,0
115,0.009218436873747496,0
116,0.009298597194388778,0
117,0.009378757515030062,0
118,0.009458917835671344,0
119,0.009539078156312625,0
120,0.009619238476953909,0
121,0.009699398797595191,0
122,0.009779559118236475,0
123,0.009859719438877756,0
124,0.009939879759519038,0
125,0.010020040080160322,0
126,0.010100200400801604,0
127,0.010180360721442887,0
128,0.01026052104208417,0
129,0.010340681362725451,0
130,0.010420841683366735,0
131,0.010501002004008017,0
132,0.0105811623246493,0
133,0.010661322645290582,0
134,0.010741482965931864,0
135,0.010821643286573148,0
136,0.01090180360721443,0
137,0.010981963927855713,0
138,0.011062124248496995,0
139,0.011142284569138277,0
140,0.01122244488977956,0
141,0.011302605210420842,0
142,0.011382765531062126,0
143,0.011462925851703408,0
144,0.01154308617234469,0
145,0.011623246492985973,0
146,0.011703406813627255,0
147,0.011783567134268539,0
148,0.011863727454909821,0
149,0.011943887775551103,0
150,0.012024048096192386,0
151,0.012104208416833668,0
152,0.012184368737474952,0
153,0.012264529058116234,0
154,0.012344689378757516,0
