School_ID,School,Carnegie Classification 2018,Religious Affiliation,12-Month FTE Enrollment,Academic Support Expenses Per FTE (FASB),Core Expenses (FASB),Endowment Asset Value,Institutional Support Expenses Per FTE (FASB),Instruction Expenses Per FTE (FASB),Student Services Expenses Per FTE (FASB)
199962,Wingate University,17,-2,3491.0,1427.0,73236000.0,125060933.0,3369.0,9406.0,6130.0
200156,University of Jamestown,22,66,1307.0,382.0,27909859.0,42572530.0,5683.0,9653.0,5636.0
200484,Trinity Bible College and Graduate School,24,27,222.0,960.0,6041941.0,1361454.0,9870.0,8495.0,5423.0
201061,Art Academy of Cincinnati,30,-2,249.0,6863.0,6799154.0,2170164.0,11090.0,3396.0,5498.0
201104,Ashland University,18,28,3218.0,3584.0,102332772.0,58605892.0,9245.0,12180.0,6791.0
201177,Aultman College of Nursing and Health Sciences,26,-2,206.0,5974.0,5641197.0,2404355.0,5749.0,10024.0,5637.0
201195,Baldwin Wallace University,18,-2,3175.0,2812.0,97766359.0,167791194.0,5636.0,16054.0,5928.0
201371,Bluffton University,22,69,675.0,3898.0,17155093.0,24768011.0,3991.0,9788.0,6393.0
201548,Capital University,19,39,2622.0,2177.0,65131439.0,131105139.0,5421.0,11912.0,5330.0
203085,Heidelberg University,22,76,1047.0,2212.0,33394450.0,65555103.0,11559.0,8546.0,8256.0
203128,Hiram College,22,-2,796.0,5384.0,29155708.0,63971203.0,9037.0,12261.0,9946.0
203368,John Carroll University,19,30,2627.0,3918.0,88206279.0,262595617.0,5677.0,15060.0,6924.0
203580,Lake Erie College,19,-2,867.0,2737.0,21048761.0,33462698.0,6063.0,7412.0,7516.0
203757,Lourdes University,20,30,843.0,1987.0,26653135.0,8940750.0,12407.0,9616.0,7607.0
203775,Malone University,19,65,986.0,1400.0,24501999.0,23670132.0,8002.0,8784.0,6664.0
203845,Marietta College,22,-2,1182.0,3627.0,44515044.0,89434221.0,8259.0,17818.0,7956.0
204185,University of Mount Union,22,-2,2449.0,1650.0,52249124.0,166205077.0,4010.0,10222.0,5453.0
204194,Mount Vernon Nazarene University,19,59,1572.0,1424.0,32068605.0,26786948.0,3955.0,7706.0,6837.0
204200,Mount St. Joseph University,18,30,1743.0,2536.0,46715458.0,67262749.0,5536.0,11154.0,7576.0
204617,Ohio Dominican University,18,30,1173.0,2370.0,27403664.0,18981307.0,6442.0,8129.0,6421.0
204909,Ohio Wesleyan University,21,71,1490.0,4497.0,55035863.0,285578126.0,8273.0,13558.0,10232.0
205124,Rabbinical College Telshe,24,80,78.0,5295.0,2549149.0,119563.0,6542.0,14783.0,5900.0
206048,Tiffin University,18,-2,2596.0,1296.0,40439625.0,18330658.0,3704.0,4853.0,5691.0
206349,Ursuline College,19,30,877.0,2261.0,24622820.0,47260307.0,5465.0,13997.0,6353.0
206525,Wittenberg University,21,39,1330.0,2216.0,50941048.0,102600222.0,11387.0,13534.0,10919.0
206835,Oklahoma Wesleyan University,19,89,719.0,1137.0,18483812.0,10602037.0,9661.0,6894.0,8016.0
206862,Southern Nazarene University,18,59,1940.0,1617.0,41932702.0,44621421.0,4165.0,8744.0,7089.0
207403,Oklahoma Baptist University,22,54,1208.0,2591.0,40378431.0,169864518.0,8591.0,11441.0,10574.0
207856,Southwestern Christian University,22,47,350.0,982.0,5188473.0,2186670.0,4217.0,3172.0,6454.0
209065,Linfield University,21,-2,1777.0,2996.0,61110365.0,111899560.0,6859.0,13564.0,7870.0
209287,Multnomah University,24,-2,474.0,3920.0,13203000.0,8038000.0,11831.0,5080.0,7023.0
209409,Bushnell University,19,61,654.0,2299.0,15733112.0,17298599.0,4305.0,6815.0,8129.0
209825,University of Portland,19,30,3744.0,1296.0,126159000.0,300892000.0,6027.0,17377.0,8805.0
210304,Warner Pacific University,22,57,371.0,1638.0,9570328.0,15307759.0,9046.0,7572.0,7531.0
210571,Albright College,21,71,1545.0,955.0,50810829.0,53600000.0,9247.0,14949.0,7736.0
211088,Arcadia University,18,66,3047.0,2249.0,106599000.0,67793000.0,6688.0,10493.0,5648.0
211556,Chatham University,17,-2,2225.0,1171.0,69338911.0,79108210.0,6694.0,13314.0,9213.0
212197,Elizabethtown College,21,-2,2144.0,938.0,66348402.0,98565204.0,10215.0,13585.0,6208.0
212656,Geneva College,19,81,1148.0,3047.0,29762068.0,55168476.0,4153.0,9785.0,7564.0
212674,Gettysburg College,21,-2,2590.0,5326.0,112955197.0,385312179.0,7935.0,16468.0,9276.0
212869,Harcum College,7,-2,742.0,1194.0,22773408.0,2434301.0,7074.0,14076.0,7642.0
213251,Juniata College,21,-2,1230.0,3760.0,45620812.0,123189625.0,7869.0,14005.0,9637.0
213598,Lincoln University,19,-2,1800.0,1967.0,51512324.0,54129564.0,8428.0,10791.0,5560.0
213668,Lycoming College,21,71,1098.0,4565.0,42122414.0,175147000.0,8892.0,15490.0,9416.0
213996,Messiah University,19,42,3222.0,3030.0,87249772.0,126358914.0,5708.0,10317.0,6746.0
214069,Misericordia University,17,30,2014.0,2140.0,52831597.0,66660057.0,4474.0,12467.0,6044.0
214157,Moravian University,21,44,2565.0,2128.0,74204642.0,138435593.0,5192.0,14766.0,6643.0
214272,Neumann University,18,30,1752.0,2586.0,50143941.0,27685564.0,8585.0,8892.0,8351.0
214883,Peirce College,22,-2,565.0,2492.0,16265821.0,3590365.0,10586.0,8535.0,6544.0
215266,University of Pittsburgh-Bradford,22,-2,1235.0,1026.0,26472706.0,543199.0,3371.0,11381.0,5353.0
215415,Pittsburgh Technical College,14,-2,1252.0,1789.0,26530733.0,500000.0,5267.0,7155.0,6980.0
215655,Robert Morris University,17,-2,3496.0,2791.0,93243629.0,45525530.0,5534.0,10555.0,6563.0
215691,Rosemont College,19,30,618.0,3727.0,15713346.0,15386431.0,8603.0,7659.0,5437.0
215743,Saint Francis University,18,30,2309.0,851.0,61196630.0,60051414.0,6694.0,10405.0,7477.0
215798,Saint Vincent College,21,30,1582.0,2620.0,48985904.0,133901904.0,6235.0,12982.0,6797.0
216278,Susquehanna University,21,39,2291.0,2316.0,71754855.0,204382501.0,5663.0,12780.0,10030.0
216357,Thiel College,22,39,1178.0,1380.0,26084402.0,41595464.0,4769.0,9103.0,6891.0
216524,Ursinus College,21,-2,1513.0,4873.0,63112532.0,146823786.0,10900.0,15250.0,8882.0
216667,Washington & Jefferson College,21,-2,1167.0,2636.0,44465888.0,139292767.0,8858.0,17856.0,8704.0
216694,Waynesburg University,19,66,1373.0,2807.0,35595161.0,35720000.0,5839.0,11629.0,5650.0
216807,Westminster College,21,66,1254.0,4005.0,32563889.0,134064582.0,4288.0,9870.0,7804.0
217013,Wilson College,20,66,1110.0,3983.0,24994393.0,63047487.0,6864.0,6102.0,5568.0
217165,Bryant University,19,-2,3516.0,4619.0,132159000.0,215306000.0,7868.0,11150.0,11362.0
217536,Salve Regina University,18,30,2778.0,2393.0,67316000.0,83049000.0,6307.0,9604.0,5561.0
217624,Allen University,21,51,636.0,1553.0,19995951.0,580230.0,15890.0,4900.0,8541.0
217688,Charleston Southern University,19,54,3305.0,721.0,61054017.0,27291533.0,3172.0,9154.0,5427.0
217721,Benedict College,22,54,1903.0,1279.0,48294778.0,26056567.0,10422.0,4563.0,7586.0
217907,Coker University,20,-2,914.0,4384.0,21094179.0,33655865.0,4590.0,6230.0,7289.0
217925,Columbia International University,20,-2,1715.0,1327.0,35972878.0,4524892.0,8831.0,5305.0,5513.0
217934,Columbia College,20,71,1355.0,904.0,27642679.0,21506655.0,5181.0,7505.0,6810.0
217961,Converse University,20,-2,1419.0,1547.0,30197301.0,87697891.0,6363.0,7729.0,5612.0
217998,Erskine College,22,81,908.0,567.0,17156737.0,38378754.0,5354.0,6156.0,6818.0
218238,Limestone University,22,-2,1623.0,1627.0,39518421.0,12654099.0,7369.0,8367.0,6986.0
218399,Morris College,22,54,495.0,3421.0,16159892.0,12416354.0,11679.0,8372.0,9174.0
218414,Newberry College,22,39,1286.0,1683.0,30844952.0,19691034.0,5866.0,7970.0,8467.0
218441,North Greenville University,20,75,2067.0,2846.0,42135823.0,33365363.0,3730.0,8350.0,5459.0
218539,Presbyterian College,21,66,1234.0,2805.0,41496002.0,102653662.0,6582.0,14251.0,9990.0
219091,Dakota Wesleyan University,22,71,758.0,1636.0,17650450.0,37683892.0,5765.0,7011.0,8003.0
219198,Mount Marty University,20,30,1001.0,1190.0,20034465.0,33957539.0,4945.0,7828.0,6052.0
219383,University of Sioux Falls,19,52,1376.0,1237.0,25300582.0,35163123.0,4174.0,6429.0,6466.0
219806,Carson-Newman University,17,54,2510.0,2299.0,42834056.0,68655364.0,3269.0,6202.0,5295.0
220473,Johnson University,24,48,843.0,2672.0,23476694.0,125108003.0,9346.0,10233.0,5598.0
220710,Maryville College,22,66,995.0,2636.0,27162804.0,102150862.0,7385.0,9377.0,7773.0
221351,Rhodes College,21,66,2154.0,4813.0,77201909.0,405760962.0,5799.0,15714.0,9515.0
221953,Tusculum University,19,66,1058.0,1020.0,24632729.0,18665525.0,5231.0,5909.0,8537.0
222983,Austin College,21,66,1163.0,1519.0,42322102.0,171640451.0,11042.0,15720.0,7768.0
224226,Dallas Baptist University,17,54,3361.0,1401.0,89480880.0,65529061.0,5580.0,9507.0,10135.0
224244,Dallas Christian College,24,48,214.0,2728.0,4652260.0,447066.0,4715.0,5869.0,7000.0
224527,East Texas Baptist University,22,54,1529.0,878.0,34752384.0,70853780.0,5397.0,7581.0,8872.0
225247,Hardin-Simmons University,19,54,1649.0,882.0,45031883.0,213618188.0,6882.0,11093.0,8452.0
225548,Howard Payne University,22,54,713.0,1411.0,20593963.0,83111367.0,7524.0,9885.0,10063.0
226383,Lubbock Christian University,19,74,1334.0,1206.0,31488730.0,36631268.0,3220.0,7944.0,6662.0
226471,University of Mary Hardin-Baylor,18,54,3227.0,1793.0,75424818.0,112726473.0,4703.0,10900.0,5977.0
227331,Our Lady of the Lake University,17,30,1880.0,2130.0,56954511.0,43691813.0,6757.0,13685.0,7658.0
227845,Saint Edward's University,18,30,3050.0,6269.0,90474647.0,133673757.0,7742.0,10381.0,5272.0
228042,Schreiner University,22,66,1250.0,1133.0,31001020.0,78296935.0,6004.0,9618.0,8047.0
228149,St. Mary's University,18,30,3295.0,3608.0,93881749.0,235365568.0,6513.0,11887.0,5446.0
228343,Southwestern University,21,71,1495.0,4694.0,60024621.0,377085053.0,9986.0,16062.0,8879.0
228468,Southwestern Adventist University,22,95,608.0,1483.0,21050332.0,23471980.0,9582.0,10682.0,6583.0
228866,Texas Chiropractic College Foundation Inc,26,-2,283.0,3646.0,10814882.0,5359412.0,11199.0,15013.0,5556.0
228981,Texas Lutheran University,22,22,1316.0,2306.0,40538290.0,93057629.0,9461.0,11050.0,7617.0
229160,Texas Wesleyan University,17,71,2140.0,1805.0,53725953.0,70099303.0,5688.0,9850.0,6923.0
229887,Wiley University,22,71,639.0,2079.0,18714796.0,7645662.0,15157.0,4856.0,6820.0
230807,Westminster University,18,-2,1258.0,5685.0,51889685.0,78856401.0,9060.0,16353.0,10150.0
230995,Norwich University,18,-2,3321.0,3246.0,102293000.0,262930000.0,6628.0,9535.0,7719.0
231059,Saint Michael's College,21,30,1522.0,5190.0,55467888.0,93377433.0,8384.0,10686.0,9945.0
231420,Averett University,22,54,1291.0,2797.0,37382989.0,24708420.0,6230.0,10409.0,8409.0
231554,Bluefield University,22,54,971.0,0.0,20083048.0,7300199.0,3941.0,8087.0,8655.0
231581,Bridgewater College,21,58,1413.0,5389.0,40699423.0,102601810.0,5432.0,8268.0,9558.0
232025,Emory & Henry University,21,71,1445.0,3469.0,47779922.0,103634884.0,7710.0,14294.0,7388.0
232043,Eastern Mennonite University,19,69,1076.0,3243.0,33741059.0,40675289.0,6606.0,13158.0,7234.0
232089,Ferrum College,22,71,843.0,1891.0,22577975.0,57677711.0,7351.0,8527.0,9013.0
232265,Hampton University,16,-2,3321.0,4867.0,165522338.0,356597269.0,15383.0,17051.0,6014.0
232308,Hollins University,21,-2,871.0,4675.0,32880641.0,254763313.0,9088.0,17553.0,6083.0
232706,Marymount University,18,30,2950.0,4742.0,84485359.0,31977707.0,7850.0,9175.0,5538.0
233295,Randolph-Macon College,21,71,1430.0,3523.0,51106095.0,209331307.0,8635.0,13321.0,10855.0
233301,Randolph College,21,-2,614.0,5408.0,27537315.0,184607000.0,11508.0,17013.0,10633.0
233426,Roanoke College,21,39,1823.0,1810.0,58102576.0,171694240.0,8832.0,12604.0,8371.0
233611,Southern Virginia University,21,-2,972.0,1227.0,24520307.0,1696182.0,8135.0,6508.0,9357.0
234915,City University of Seattle,18,-2,1233.0,2956.0,29275486.0,3843124.0,5817.0,9171.0,5800.0
236133,Northwest University,19,27,978.0,1624.0,31847000.0,10569000.0,8171.0,14229.0,7036.0
236452,Saint Martin's University,19,30,1518.0,4920.0,43294856.0,40547844.0,7431.0,9077.0,6913.0
236577,Seattle Pacific University,17,64,2855.0,1695.0,89203854.0,162108000.0,7752.0,14749.0,6342.0
236896,Walla Walla University,20,95,1387.0,2223.0,43769589.0,39872609.0,8314.0,14624.0,5322.0
237066,Whitworth University,19,103,2459.0,3002.0,72443431.0,189357345.0,5483.0,12771.0,6882.0
237181,Bethany College,21,61,616.0,4190.0,16921701.0,51430829.0,9040.0,5918.0,8321.0
237358,Davis & Elkins College,22,66,702.0,1485.0,18651691.0,64031427.0,6338.0,10000.0,8735.0
237969,West Virginia Wesleyan College,20,71,904.0,2883.0,21283164.0,79166880.0,4931.0,8381.0,7348.0
238078,Wheeling University,19,30,726.0,1128.0,15975352.0,1312363.0,5561.0,7622.0,6879.0
238333,Beloit College,21,-2,1027.0,4811.0,41129867.0,85638410.0,14060.0,11669.0,8509.0
238980,Lakeland University,18,76,1400.0,2847.0,31882671.0,19847162.0,3005.0,8804.0,5681.0
239080,Marian University,19,30,1197.0,1981.0,27544745.0,10062299.0,4650.0,6031.0,6606.0
239512,Northland College,22,-2,514.0,1381.0,17282005.0,6554846.0,8388.0,10727.0,9049.0
239628,Ripon College,21,-2,786.0,1756.0,25081105.0,112583784.0,7026.0,12462.0,8340.0
239716,Saint Norbert College,21,30,1982.0,2705.0,71318493.0,170287239.0,13921.0,12241.0,6519.0
240338,Wisconsin Lutheran College,22,33,1059.0,2485.0,27491361.0,47018413.0,5659.0,10318.0,6949.0
245652,St. John's College,21,-2,517.0,3123.0,22654161.0,103700921.0,9951.0,16533.0,11296.0
381459,Phoenix Seminary,24,42,195.0,2828.0,6261834.0,1479139.0,12165.0,11511.0,5541.0
384254,Beacon College,22,-2,468.0,7050.0,17778071.0,1863582.0,11031.0,8556.0,11349.0
388520,College of Biblical Studies-Houston,24,88,254.0,3883.0,8834029.0,237820.0,9846.0,10616.0,10435.0
409616,Roger Williams University School of Law,31,-2,556.0,3127.0,14548657.0,21738992.0,2002.0,15031.0,6007.0
432524,Delaware College of Art and Design,12,-2,114.0,1380.0,4269051.0,997761.0,12722.0,6826.0,7776.0
439701,The King's University,24,42,356.0,5491.0,11373253.0,5416283.0,11736.0,8239.0,6481.0
439817,Northeastern Seminary,24,42,100.0,585.0,2580263.0,5581459.0,7057.0,7667.0,10494.0
442295,Ave Maria School of Law,31,30,317.0,6928.0,12460066.0,2183851.0,10860.0,13823.0,7331.0
445708,Johnson & Wales University-Charlotte,23,-2,1083.0,2883.0,38265604.0,8910847.0,6512.0,14515.0,11390.0
446048,Ave Maria University,21,30,1415.0,1524.0,43892034.0,8989288.0,6967.0,11817.0,10711.0
451927,Patrick Henry College,-2,108,383.0,0.0,10864747.0,2772014.0,5091.0,12338.0,5746.0
459824,Touro University Nevada,25,80,1681.0,6697.0,66540000.0,5846624.0,12415.0,14117.0,5563.0
486901,Milligan University,19,48,1155.0,1378.0,26371314.0,49949904.0,5893.0,9701.0,5861.0
