,STD Threshold,Neighborhood Size
0,0.0,0
1,0.01002004008016032,0
2,0.02004008016032064,22
3,0.03006012024048096,64
4,0.04008016032064128,107
5,0.0501002004008016,166
6,0.06012024048096192,223
7,0.07014028056112225,287
8,0.08016032064128256,366
9,0.09018036072144288,440
10,0.1002004008016032,504
11,0.11022044088176353,585
12,0.12024048096192384,648
13,0.13026052104208416,704
14,0.1402805611222445,762
15,0.1503006012024048,842
16,0.16032064128256512,950
17,0.17034068136272545,1016
18,0.18036072144288576,1058
19,0.1903807615230461,1099
20,0.2004008016032064,1148
21,0.21042084168336672,1179
22,0.22044088176352705,1209
23,0.23046092184368736,1231
24,0.24048096192384769,1262
25,0.250501002004008,1293
26,0.2605210420841683,1325
27,0.27054108216432865,1366
28,0.280561122244489,1404
29,0.2905811623246493,1433
30,0.3006012024048096,1496
31,0.3106212424849699,1508
32,0.32064128256513025,1525
33,0.3306613226452906,1539
34,0.3406813627254509,1560
35,0.3507014028056112,1571
36,0.3607214428857715,1581
37,0.37074148296593185,1599
38,0.3807615230460922,1602
39,0.3907815631262525,1607
40,0.4008016032064128,1616
41,0.4108216432865731,1622
42,0.42084168336673344,1628
43,0.4308617234468938,1634
44,0.4408817635270541,1640
45,0.45090180360721444,1643
46,0.4609218436873747,1650
47,0.47094188376753504,1658
48,0.48096192384769537,1662
49,0.4909819639278557,1664
50,0.501002004008016,1669
51,0.5110220440881763,1671
52,0.5210420841683366,1675
53,0.531062124248497,1677
54,0.5410821643286573,1681
55,0.5511022044088176,1687
56,0.561122244488978,1691
57,0.5711422845691383,1695
58,0.5811623246492986,1700
59,0.5911823647294588,1702
60,0.6012024048096192,1704
61,0.6112224448897795,1708
62,0.6212424849699398,1711
63,0.6312625250501002,1718
64,0.6412825651302605,1719
65,0.6513026052104208,1719
66,0.6613226452905812,1724
67,0.6713426853707415,1729
68,0.6813627254509018,1729
69,0.6913827655310621,1730
70,0.7014028056112224,1733
71,0.7114228456913827,1734
72,0.721442885771543,1735
73,0.7314629258517034,1735
74,0.7414829659318637,1737
75,0.751503006012024,1738
76,0.7615230460921844,1739
77,0.7715430861723447,1739
78,0.781563126252505,1743
79,0.7915831663326653,1745
80,0.8016032064128256,1746
81,0.8116232464929859,1746
82,0.8216432865731462,1747
83,0.8316633266533066,1748
84,0.8416833667334669,1749
85,0.8517034068136272,1750
86,0.8617234468937875,1751
87,0.8717434869739479,1753
88,0.8817635270541082,1755
89,0.8917835671342685,1758
90,0.9018036072144289,1760
91,0.9118236472945891,1763
92,0.9218436873747494,1765
93,0.9318637274549098,1765
94,0.9418837675350701,1767
95,0.9519038076152304,1769
96,0.9619238476953907,1771
97,0.9719438877755511,1772
98,0.9819639278557114,1774
99,0.9919839679358717,1775
100,1.002004008016032,1777
101,1.0120240480961924,1778
102,1.0220440881763526,1779
103,1.032064128256513,1779
104,1.0420841683366733,1780
105,1.0521042084168337,1780
106,1.062124248496994,1781
107,1.0721442885771542,1782
108,1.0821643286573146,1782
109,1.0921843687374748,1782
110,1.1022044088176353,1782
111,1.1122244488977955,1782
112,1.122244488977956,1782
113,1.1322645290581161,1783
114,1.1422845691382766,1783
115,1.1523046092184368,1785
116,1.1623246492985972,1786
117,1.1723446893787575,1788
118,1.1823647294589177,1790
119,1.1923847695390781,1792
120,1.2024048096192383,1792
121,1.2124248496993988,1793
122,1.222444889779559,1793
123,1.2324649298597194,1794
124,1.2424849699398797,1794
125,1.25250501002004,1794
126,1.2625250501002003,1794
127,1.2725450901803608,1795
128,1.282565130260521,1795
129,1.2925851703406812,1796
130,1.3026052104208417,1797
131,1.3126252505010019,1797
132,1.3226452905811623,1797
133,1.3326653306613225,1800
134,1.342685370741483,1800
135,1.3527054108216432,1800
136,1.3627254509018036,1800
137,1.3727454909819639,1800
138,1.3827655310621243,1800
139,1.3927855711422845,1800
140,1.4028056112224447,1800
141,1.4128256513026052,1800
142,1.4228456913827654,1800
143,1.4328657314629258,1801
144,1.442885771543086,1801
145,1.4529058116232465,1801
146,1.4629258517034067,1802
147,1.4729458917835672,1803
148,1.4829659318637274,1803
149,1.4929859719438878,1804
150,1.503006012024048,1804
151,1.5130260521042083,1804
152,1.5230460921843687,1804
153,1.533066132264529,1804
154,1.5430861723446894,1804
155,1.5531062124248496,1805
156,1.56312625250501,1805
157,1.5731462925851702,1806
158,1.5831663326653307,1806
159,1.593186372745491,1806
160,1.6032064128256511,1806
161,1.6132264529058116,1806
162,1.6232464929859718,1806
163,1.6332665330661322,1806
164,1.6432865731462925,1806
165,1.653306613226453,1806
166,1.6633266533066131,1806
167,1.6733466933867736,1807
168,1.6833667334669338,1807
169,1.6933867735470942,1807
170,1.7034068136272544,1808
171,1.7134268537074147,1808
172,1.723446893787575,1808
173,1.7334669338677353,1808
174,1.7434869739478958,1808
175,1.753507014028056,1808
176,1.7635270541082164,1808
177,1.7735470941883766,1809
178,1.783567134268537,1809
179,1.7935871743486973,1809
180,1.8036072144288577,1809
181,1.813627254509018,1809
182,1.8236472945891782,1809
183,1.8336673346693386,1809
184,1.8436873747494988,1809
185,1.8537074148296593,1809
186,1.8637274549098195,1809
187,1.87374749498998,1809
188,1.8837675350701402,1809
189,1.8937875751503006,1809
190,1.9038076152304608,1809
191,1.9138276553106213,1809
192,1.9238476953907815,1809
193,1.9338677354709417,1809
194,1.9438877755511021,1809
195,1.9539078156312624,1809
196,1.9639278557114228,1809
197,1.973947895791583,1809
198,1.9839679358717435,1809
199,1.9939879759519037,1809
200,2.004008016032064,1809
201,2.0140280561122244,1809
202,2.024048096192385,1809
203,2.034068136272545,1809
204,2.0440881763527052,1809
205,2.0541082164328657,1810
206,2.064128256513026,1810
207,2.074148296593186,1810
208,2.0841683366733466,1810
209,2.094188376753507,1810
210,2.1042084168336674,1810
211,2.1142284569138274,1810
212,2.124248496993988,1810
213,2.1342685370741483,1810
214,2.1442885771543083,1811
215,2.1543086172344688,1811
216,2.164328657314629,1811
217,2.1743486973947896,1811
218,2.1843687374749496,1811
219,2.19438877755511,1811
220,2.2044088176352705,1811
221,2.214428857715431,1811
222,2.224448897795591,1811
223,2.2344689378757514,1812
224,2.244488977955912,1812
225,2.254509018036072,1812
226,2.2645290581162323,1812
227,2.2745490981963927,1812
228,2.284569138276553,1813
229,2.294589178356713,1813
230,2.3046092184368736,1813
231,2.314629258517034,1813
232,2.3246492985971945,1813
233,2.3346693386773545,1813
234,2.344689378757515,1813
235,2.3547094188376754,1813
236,2.3647294589178354,1813
237,2.374749498997996,1813
238,2.3847695390781563,1813
239,2.3947895791583167,1813
240,2.4048096192384767,1813
241,2.414829659318637,1813
242,2.4248496993987976,1813
243,2.434869739478958,1813
244,2.444889779559118,1813
245,2.4549098196392785,1813
246,2.464929859719439,1813
247,2.474949899799599,1814
248,2.4849699398797593,1814
249,2.49498997995992,1814
250,2.50501002004008,1815
251,2.51503006012024,1815
252,2.5250501002004007,1815
253,2.535070140280561,1815
254,2.5450901803607215,1815
255,2.5551102204408815,1815
256,2.565130260521042,1815
257,2.5751503006012024,1815
258,2.5851703406813624,1815
259,2.595190380761523,1815
260,2.6052104208416833,1815
261,2.6152304609218437,1815
262,2.6252505010020037,1815
263,2.635270541082164,1815
264,2.6452905811623246,1815
265,2.655310621242485,1815
266,2.665330661322645,1815
267,2.6753507014028055,1816
268,2.685370741482966,1816
269,2.695390781563126,1817
270,2.7054108216432864,1817
271,2.715430861723447,1817
272,2.7254509018036073,1817
273,2.7354709418837673,1817
274,2.7454909819639277,1817
275,2.755511022044088,1817
276,2.7655310621242486,1817
277,2.7755511022044086,1817
278,2.785571142284569,1817
279,2.7955911823647295,1817
280,2.8056112224448895,1817
281,2.81563126252505,1817
282,2.8256513026052104,1817
283,2.835671342685371,1817
284,2.845691382765531,1817
285,2.8557114228456912,1817
286,2.8657314629258517,1817
287,2.875751503006012,1817
288,2.885771543086172,1817
289,2.8957915831663326,1817
290,2.905811623246493,1817
291,2.915831663326653,1817
292,2.9258517034068134,1817
293,2.935871743486974,1817
294,2.9458917835671343,1817
295,2.9559118236472943,1817
296,2.9659318637274548,1817
297,2.975951903807615,1817
298,2.9859719438877756,1817
299,2.9959919839679356,1817
300,3.006012024048096,1817
301,3.0160320641282565,1817
302,3.0260521042084165,1817
303,3.036072144288577,1817
304,3.0460921843687374,1817
305,3.056112224448898,1817
306,3.066132264529058,1817
307,3.0761523046092183,1817
308,3.0861723446893787,1817
309,3.096192384769539,1817
310,3.106212424849699,1817
311,3.1162324649298596,1817
312,3.12625250501002,1817
313,3.13627254509018,1818
314,3.1462925851703405,1818
315,3.156312625250501,1818
316,3.1663326653306614,1819
317,3.1763527054108214,1819
318,3.186372745490982,1819
319,3.1963927855711423,1819
320,3.2064128256513023,1819
321,3.2164328657314627,1819
322,3.226452905811623,1819
323,3.2364729458917836,1819
324,3.2464929859719436,1819
325,3.256513026052104,1819
326,3.2665330661322645,1819
327,3.276553106212425,1819
328,3.286573146292585,1819
329,3.2965931863727453,1819
330,3.306613226452906,1819
331,3.316633266533066,1819
332,3.3266533066132262,1819
333,3.3366733466933867,1819
334,3.346693386773547,1819
335,3.356713426853707,1819
336,3.3667334669338675,1819
337,3.376753507014028,1819
338,3.3867735470941884,1819
339,3.3967935871743484,1819
340,3.406813627254509,1820
341,3.4168336673346693,1820
342,3.4268537074148293,1820
343,3.4368737474949898,1820
344,3.44689378757515,1820
345,3.4569138276553106,1820
346,3.4669338677354706,1820
347,3.476953907815631,1820
348,3.4869739478957915,1820
349,3.496993987975952,1820
350,3.507014028056112,1820
351,3.5170340681362724,1820
352,3.527054108216433,1820
353,3.537074148296593,1820
354,3.5470941883767533,1820
355,3.5571142284569137,1820
356,3.567134268537074,1820
357,3.577154308617234,1820
358,3.5871743486973946,1820
359,3.597194388777555,1820
360,3.6072144288577155,1820
361,3.6172344689378755,1820
362,3.627254509018036,1820
363,3.6372745490981964,1820
364,3.6472945891783564,1820
365,3.657314629258517,1820
366,3.6673346693386772,1820
367,3.6773547094188377,1820
368,3.6873747494989977,1820
369,3.697394789579158,1820
370,3.7074148296593186,1820
371,3.717434869739479,1820
372,3.727454909819639,1820
373,3.7374749498997994,1820
374,3.74749498997996,1820
375,3.75751503006012,1820
376,3.7675350701402803,1820
377,3.7775551102204408,1820
378,3.787575150300601,1820
379,3.797595190380761,1820
380,3.8076152304609217,1820
381,3.817635270541082,1820
382,3.8276553106212425,1820
383,3.8376753507014025,1820
384,3.847695390781563,1820
385,3.8577154308617234,1820
386,3.8677354709418834,1820
387,3.877755511022044,1820
388,3.8877755511022043,1821
389,3.8977955911823647,1821
390,3.9078156312625247,1821
391,3.917835671342685,1821
392,3.9278557114228456,1822
393,3.937875751503006,1822
394,3.947895791583166,1822
395,3.9579158316633265,1822
396,3.967935871743487,1822
397,3.977955911823647,1822
398,3.9879759519038074,1822
399,3.997995991983968,1822
400,4.008016032064128,1823
401,4.018036072144288,1823
402,4.028056112224449,1823
403,4.038076152304609,1823
404,4.04809619238477,1823
405,4.05811623246493,1823
406,4.06813627254509,1823
407,4.07815631262525,1823
408,4.0881763527054105,1823
409,4.098196392785571,1823
410,4.108216432865731,1823
411,4.118236472945892,1823
412,4.128256513026052,1823
413,4.138276553106213,1823
414,4.148296593186372,1823
415,4.158316633266533,1823
416,4.168336673346693,1823
417,4.1783567134268536,1823
418,4.188376753507014,1824
419,4.198396793587174,1824
420,4.208416833667335,1824
421,4.218436873747494,1824
422,4.228456913827655,1824
423,4.238476953907815,1824
424,4.248496993987976,1824
425,4.258517034068136,1824
426,4.268537074148297,1824
427,4.278557114228457,1824
428,4.288577154308617,1824
429,4.298597194388777,1824
430,4.3086172344689375,1824
431,4.318637274549098,1824
432,4.328657314629258,1824
433,4.338677354709419,1824
434,4.348697394789579,1824
435,4.35871743486974,1824
436,4.368737474949899,1824
437,4.37875751503006,1824
438,4.38877755511022,1824
439,4.398797595190381,1824
440,4.408817635270541,1824
441,4.4188376753507015,1824
442,4.428857715430862,1824
443,4.4388777555110215,1824
444,4.448897795591182,1824
445,4.458917835671342,1824
446,4.468937875751503,1824
447,4.478957915831663,1824
448,4.488977955911824,1824
449,4.498997995991984,1824
450,4.509018036072144,1824
